X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
52,684,684M,M,3,CGN14031,oleracea,parent,0.000114866,0.000160812,1.4,0.0029784,5022660,213.2186934,4.785479397,196,464,144,28085.53472,0.249143031,NA,NA,NA,NA,NA,0.0029784,71588.33379,213.2186934,0.249143031,44.55534664,3.231935354,4/20/14,3104,1152.5,0.18,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microscopy Core,3,109.914,77.561,95601.006,112.67,83.803,26359.873,46.985,9.054,NA,45.368,7.207,17381.706,65.861,48.802,6.013446622,0.834740177
53,691,691M,M,3,CGN03969,carinata,hybrid,0.000108302,0.000196912,1.818181818,0.001399,11208240,226.137883,10.30861859,310,1073,390,24811.31538,0.048560731,10,4288,728,0.00137363,NA,0.00137363,161642.5182,222.0370123,0.046815463,21.14837274,18.44113515,4/17/14,1631.3,953.6,0.2,114.8,IRGA_3,17-Apr-14,27.734525,0.38022304,441.7900391,920.9967041,601.3168945,479.206665,0.520313116,1.385928,399.7774,1501.597,Aven Nelson,3,198.71,188.139,189821.425,114.075,78.777,95384.29,37.643,12.987,25154.049,28.243,11.758,18597.837,35.1,51.449,8.684071283,0.305749129
54,696,696M,M,3,CGN06627,nigra,parent,0.000121429,0.000144402,1.189189189,0.001399,11157301,171.8561491,7.869923259,312,602,162,53974.7963,0.105639525,10,4288,728,0.00137363,NA,0.00137363,122842.1366,168.7396441,0.101842851,21.05225801,7.695136546,4/21/14,1879.5,1151.5,0.47,70.9,IRGA_4,20-Apr-14,30.324957,0.38744102,330.3535156,732.5839844,508.9858398,402.2304688,0.549057142,1.438253,401.0636,1499.673,AV,4,187.537,143.445,162801.06,104.938,39.683,68635.319,42.328,6.47,17855.199,31.305,5.071,19941.584,46.708,70.056,10.25060978,0.658787024
55,708,708M,M,3,CGN03952,carinata,hybrid,8.53E-05,0.000137839,1.615384615,0.001399,12143866,223.8545771,9.418323061,394,898,271,36604.64945,0.071642656,10,4288,728,0.00137363,NA,0.00137363,160010.4196,219.7951127,0.069067826,22.91376743,11.8269508,4/16/14,1766.3,909.2,0.09,85.4,Berry,15-Apr-14,15.233092,0.1287003,561.03125,985.62323,745.2366943,424.59198,0.430785281,1.415346,399.6454,1498.863,Aven Nelson,3,143.871,109.404,132636.731,85.556,68.107,81828.616,42.328,13.109,25518.758,20.301,6.716,16008.324,43.139,47.702,7.26275763,0.505140515
56,719,719M,M,3,CGN06897,napus,hybrid,3.94E-05,0.000101738,2.583333333,0.0029784,5034960,169.4386455,3.79359007,161,259,58,62542.10345,NA,NA,NA,NA,NA,NA,0.0029784,56889.15038,169.4386455,0.554802654,44.66445829,1.298571666,4/21/14,5710.8,3581.1,0.49,199.1,IRGA_4,20-Apr-14,25.545467,0.33169962,338.2729492,642.3769531,469.6552734,304.1040039,0.473404288,1.604923,399.717,1501.105,Aven Nelson,2,198.43,158.769,177592.39,117.631,88.215,103627.185,54.137,12.934,29665.09,30.593,9.406,20505.59,105.39,55.38,5.394525485,0.529331994
57,722,722M,M,3,CGN14070,oleracea,parent,8.20E-05,0.000150966,1.84,0.001399,12187980,170.4985349,7.147488902,303,525,117,80515.5641,0.157585143,10,4288,728,0.00137363,NA,0.00137363,121871.719,167.4066494,0.151921547,22.99700435,5.087619162,4/21/14,1543.8,1205.3,0.19,96.2,IRGA_4,20-Apr-14,27.104242,0.49526562,359.5996094,703.6999512,517.3537598,344.1003418,0.488987304,1.503407,399.9978,1500.932,AV,5,195.179,151.675,167766.238,91.711,56.437,62023.895,65.844,13.521,25719.387,39.683,5.291,20393.388,32.803,36.719,6.411122323,0.340987526
58,731,731M,M,3,Ames 2795 ,rapa,parent,0.000134557,0.000216604,1.609756098,0.001399,4871814,123.9261794,12.99681641,245,709,233,17308.43348,0.033876081,10,3216,348,0.0028736,NA,0.0028736,88581.97605,254.5491664,0.142925721,40.22937904,5.791787136,4/16/14,959.4,266.6,0.12,36.8,IRGA_4,15-Apr-14,21.942204,0.39672757,348.6047363,711.7407227,526.2316895,363.1359863,0.510208247,1.290217,400.7418,1500.225,Aven Nelson,3,113.811,96.447,109083.826,79.487,52.095,68048.985,23.826,7.11,19452.454,15.873,5.364,15352.003,24.791,39.829,7.999307282,0.673668478
59,732,732M,M,3,CGN14113,napus,hybrid,6.56E-05,0.000131275,2,0.001399,5637920,109.3685669,9.911472565,227,449,128,34627.86719,0.067773696,10,3216,348,0.0028736,NA,0.0028736,78176.24508,224.6472579,0.285942278,46.55555829,2.74940318,4/21/14,1260.5,652.6,0.09,44,IRGA_4,20-Apr-14,20.032299,0.28133984,314.3520508,588.5603027,456.6003418,274.208252,0.469763272,1.528817,399.2757,1500.256,Aven Nelson,3,156.803,101.962,131310.869,97.577,68.267,83678.602,35.108,10.582,22351.465,21.164,10.655,15822.47,29.878,37.871,6.928369027,0.679045455
60,749,749M,M,3,CGN07230,napus,hybrid,8.53E-05,0.000173939,2.038461538,0.001399,6858676,117.4268845,8.747658535,168,439,141,37357.65248,0.073116435,10,3216,348,0.0028736,NA,0.0028736,83936.30056,241.1993533,0.30848369,56.63604491,2.489580623,4/21/14,2010.6,1287.9,0.21,74.5,IRGA_4,20-Apr-14,14.717031,0.08834469,293.9672852,515.4196777,410.0209961,221.4523926,0.429654517,1.521396,399.0886,1500.459,AV,4,171.664,141.093,151026.63,90.543,64.668,73410.754,34.098,5.879,19598.649,32.922,8.23,18523.962,47.473,53.753,7.801522564,0.637221477
61,774,774M,M,4,PI 459016 ,rapa,parent,0.00015753,0.000177221,1.125,0.001399,6616299,171.152603,13.21700201,475,970,252,20951.53175,0.041006359,10,3216,348,0.0028736,NA,0.0028736,122339.2445,351.5540529,0.173008886,54.63459818,4.612461854,4/23/14,639.5,632.5,0.05,33.8,Berry,22-Apr-14,25.975818,0.44611572,545.388916,1092.840698,771.1376953,547.4517822,0.537359489,1.55781,398.963,1500.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,38.543,9.042073883,0.537573964
62,781,781M,M,4,PI 257240,juncea,hybrid,6.89E-05,0.000144402,2.095238095,0.001399,6756677,96.40283369,7.289893988,185,287,56,77774.21429,0.15221977,10,3216,348,0.0028736,NA,0.0028736,68908.3872,198.0151415,NA,55.79378032,1.003696105,4/21/14,4069.7,3744.6,0.23,205,IRGA_4,20-Apr-14,19.023507,0.14003395,308.532959,591.2402344,458.5568848,282.7072754,0.478159738,1.355151,399.351,1499.002,AV,4,164.609,101.124,137597.243,76.426,45.855,49451.148,41.152,9.406,26935.603,14.109,8.818,15237.691,74.018,46.829,5.443098716,0.361063415
63,782,782M,M,4,PI 459020 ,rapa,parent,3.94E-05,0.000144402,NA,0.001399,6502593.228,99.52746437,7.820746426,156.5336788,337.0362694,96.50259067,51655.34715,0.101099897,10,3216,348,0.0028736,NA,0.0028736,71141.8616,204.4332535,0.426548004,53.69566402,1.797291876,4/25/14,908.7,568.6,0.2,31.9,IRGA_4,22-Apr-14,24.362927,0.58915258,325.9946289,719.328125,539.7817383,393.3334961,0.54680678,1.654562,400.9341,1500.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.317,39.363,7.673084837,0.824984326
64,822,822M,M,4,CGN17374,napus,hybrid,0.000111584,0.000154248,1.382352941,0.0029784,5018780,292.6977615,6.574385952,320,804,255,16295.09804,0.14455164,NA,NA,NA,NA,NA,0.0029784,98273.48961,292.6977615,0.14455164,44.52092767,5.727643455,4/13/14,1164.9,570.1,0.18,55.6,IRGA_4,12-Apr-14,23.287207,0.34210485,292.5505371,567.9829102,416.833252,275.432373,0.48493074,1.46001,401.1389,1498.948,AV,3,117.578,98.765,103299.024,71.723,43.504,53554.709,43.504,8.23,19722.292,24.691,9.41,18256.457,28.732,48.494,9.047010185,0.51676259
65,835,835M,M,4,CGN07145,rapa,parent,9.19E-05,0.000167376,1.821428571,0.0029784,5008190,214.0065438,4.817038951,104,487,193,21943.67358,0.194659412,NA,NA,NA,NA,NA,0.0029784,71852.85287,214.0065438,0.194659412,44.42698801,4.344206273,4/20/14,5379.4,3274.2,0.54,195.1,IRGA_5,20-Apr-14,24.840447,0.26389232,479.3933105,932.9456787,679.8183594,453.5523682,0.486150886,1.428352,399.7635,1499.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.051,68.084,6.806664522,0.512819067
66,846,846M,M,4,PI 633094,juncea,hybrid,0.000154248,0.000236295,1.531914894,0.0029784,4358284,326.7629708,8.451839914,368,1077,371,9458.679245,0.083906681,NA,NA,NA,NA,NA,0.0029784,109710.9088,326.7629708,0.083906681,38.66175579,9.596046335,4/17/14,2895.9,2952.3,0.27,230.6,IRGA_3,16-Apr-14,32.286896,0.75409716,368.3635254,828.104248,536.7348633,459.7407227,0.555172521,1.525315,400.4232,1499.448,Aven Nelson,3,143.782,117.337,128460.072,95.385,70.547,79892.314,38.174,7.272,22239.486,37.413,8.685,18942.328,62.762,60.201,7.598980291,0.272168257
67,851,851M,M,4,CGN07129,oleracea,parent,0.000187067,0.00026255,1.403508772,0.001399,6664824,149.2396671,11.44090081,342,742,205,27108.91707,0.053057595,10,3216,348,0.0028736,NA,0.0028736,106675.9637,306.5440494,0.223853969,55.0352971,3.724882226,4/20/14,1830.8,549.2,0.24,63.5,IRGA_5,20-Apr-14,24.405454,0.41687814,501.6030273,929.2022705,665.1804199,427.5992432,0.460178862,1.665235,399.3243,1499.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.174,39.402,5.996628204,0.679905512
68,853,853M,M,4,PI 459018 ,rapa,parent,0.000137839,0.000147684,1.071428571,0.001399,6291214,143.15789,11.62640378,332,735,215,24004.57674,0.046981782,10,3216,348,0.0028736,NA,0.0028736,102328.7277,294.0518319,0.19821964,51.95018378,4.138580162,4/23/14,565.3,714.6,0.22,57.1,IRGA_5,22-Apr-14,29.5358,0.74489881,524.2109375,1184.364868,839.800293,660.1539307,0.557390673,1.480043,400.545,1499.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,30.298,8.006495286,0.250788091
69,856,856M,M,4,CGN06813,rapa,parent,8.53E-05,0.000177221,2.076923077,0.0029784,5034960,176.656067,3.955182123,173,297,73,46720.67123,0.41445284,NA,NA,NA,NA,NA,0.0029784,59312.40498,176.656067,0.41445284,44.66445829,1.634409165,4/21/14,NA,4714.5,0.66,329.5,IRGA_4,20-Apr-14,10.93269,0.06228375,326.9675293,563.0273438,452.0908203,236.0598145,0.4301535,1.632443,399.8856,1499.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.39,63.134,6.00894791,0.335022762
70,863,863M,M,4,CGN06619,nigra,parent,9.19E-05,0.000173939,1.892857143,0.001399,4262492,89.59952217,10.74005951,186,447,132,27163.28788,0.053164014,10,3216,348,0.0028736,NA,0.0028736,64045.40541,184.040877,0.22430294,35.19785573,3.750228452,4/14/14,704.7,806.7,0.09,62.6,IRGA_4,13-Apr-14,25.271156,0.65670727,358.3525391,792.8662109,612.7011719,434.5136719,0.548028994,1.414184,399.4955,1499.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.624,33.558,7.389407545,0.329456869
71,890,890M,M,4,PI 470241,juncea,hybrid,0.000147684,0.000164094,1.111111111,0.0029784,5008403,254.9928402,5.73934951,242,608,195,20225.48205,0.179417552,NA,NA,NA,NA,NA,0.0029784,85614.03444,254.9928402,0.179417552,44.42887469,4.389037565,4/20/14,872.7,735.9,NA,41,IRGA_5,20-Apr-14,29.483756,0.69525155,496.6518555,1056.986328,749.9169922,560.3344727,0.530124617,1.638294,400.1371,1501.07,Aven Nelson,3,246.259,174.019,218339.508,67.061,55.274,65298.502,45.855,14.109,25955.009,18.812,10.582,18972.655,20.009,31.389,7.017215079,0.48802439
72,893,893M,M,4,PI 173857,juncea,hybrid,7.88E-05,0.000167376,2.125,0.0029784,4245707,191.9024263,5.095237115,138,420,144,24555.05556,0.217824621,NA,NA,NA,NA,NA,0.0029784,64431.38136,191.9024263,0.217824621,37.66310025,3.82337086,4/16/14,1506.8,1017.6,0.17,74.2,IRGA_5,15-Apr-14,28.965935,0.54745952,428.4477539,943.3221436,616.3088379,514.8743896,0.545809714,1.533142,400.9529,1501.913,Aven Nelson,2,204.815,146.387,169846.402,113.842,68.783,88817.191,65.309,9.7,33131.771,25.815,8.993,15942.225,35.4,53.228,8.946198233,0.477088949
73,907,907M,M,4,CGN06620,nigra,parent,9.85E-05,0.000134557,1.366666667,0.0029784,5016176,287.1555565,6.453248839,272,804,271,15536.71218,0.1378241,NA,NA,NA,NA,NA,0.0029784,96412.6902,287.1555565,0.1378241,44.49782794,6.090184905,4/13/14,1048.1,1045.9,0.26,84.8,IRGA_4,12-Apr-14,27.417364,0.49767404,NA,NA,NA,NA,NA,1.455677,400.0735,1500.51,AV,3,109.347,82.305,96806.578,61.141,24.691,45988.354,37.625,9.406,16902.6,19.988,5.879,15899.455,34.023,44.271,7.589847143,0.401214623
74,913,913M,M,4,CGN07143 ,rapa,parent,0.000108302,0.000180503,1.666666667,0.0029784,5014900,292.7534622,6.5807246,205,784,298,14162.80537,0.125636357,NA,NA,NA,NA,NA,0.0029784,98292.19119,292.7534622,0.125636357,44.48650871,6.69866008,4/11/14,1268.5,678.3,0.23,71.3,Berry,11-Apr-14,NA,0.03947212,519.2944336,824.8590698,712.1269531,305.5646362,0.370444658,1.550222,399.1681,1498.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,32.947,5.998499351,0.423113604
75,916,916M,M,4,CGN06709 ,rapa,parent,8.20E-05,0.00015753,1.92,0.0029784,5021358,224.3722553,5.037115639,190,471,148,26330.26351,0.233572254,NA,NA,NA,NA,NA,0.0029784,75333.15046,224.3722553,0.233572254,44.54379677,3.322572631,4/12/14,1125.6,1156.9,0.3,99.7,IRGA_5,12-Apr-14,21.947942,0.3433979,487.7287598,953.6000977,698.4916992,465.8713379,0.488539524,1.644943,401.2273,1499.429,Aven Nelson,2,149.072,111.115,130950.826,113.76,78.503,93829.027,30.877,8.862,21604.938,26.47,7.937,18391.765,28.947,40.777,7.579027635,0.290341023
76,934,934M,M,4,CGN14031,oleracea,parent,0.000131275,0.000196912,1.5,0.0029784,5020681.081,314.7398674,7.066781778,363.6578125,965.1390625,320.378125,12711.09531,0.11275843,NA,NA,NA,NA,NA,0.0029784,105674.143,314.7398674,0.11275843,44.53779191,7.193956246,4/17/14,1371.9,262.1,0.25,40,Berry,11-Apr-14,16.434089,0.15236736,559.1647949,1007.395447,766.9176025,448.2306519,0.444940121,1.638631,400.3509,1502.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,32.022,5.547149751,0.8331
77,946,946M,M,4,CGN06627,nigra,parent,0.000150966,0.000226449,1.5,0.0029784,5023954,327.6729524,7.352396058,329,985,353,11628.54391,0.103155261,NA,NA,NA,NA,NA,0.0029784,110016.4358,327.6729524,0.103155261,44.56682554,7.92068979,4/21/14,1626.6,1283.4,0.28,98.4,IRGA_4,20-Apr-14,29.582212,0.45498393,349.7102051,800.2700195,514.052002,450.5598145,0.563009739,1.512794,399.8803,1498.645,AV,3,135.215,102.293,118457.397,132.863,84.656,100897.698,38.801,11.758,22885.697,33.51,NA,13579.78,40.771,72.175,11.30345242,0.414339431
78,948,948M,M,4,PI120923,juncea,hybrid,0.000118147,0.000144402,1.222222222,0.0029784,5027838,303.7371498,6.810054552,321,845,286,14471.97203,0.128378933,NA,NA,NA,NA,NA,0.0029784,101979.9724,303.7371498,0.128378933,44.60127998,6.412372024,4/17/14,2612.7,2023.6,0.35,138.5,Berry,17-Apr-14,23.938899,0.30388314,538.6828613,1051.375854,744.4862671,512.6929932,0.487640068,1.297127,400.4824,1497.813,AV,4,190.476,138.742,167799.676,81.129,54.086,72667.339,31.746,12.93,18078.379,24.691,9.41,15762.592,47.002,58.7,8.562092831,0.339364621
79,958,958M,M,4,CGN03952,carinata,hybrid,9.85E-05,0.00015753,1.6,0.0029784,5023954,292.4878853,6.562905969,404,819,250,16402.232,0.145502011,NA,NA,NA,NA,NA,0.0029784,98203.02355,292.4878853,0.145502011,44.56682554,5.609553676,4/17/14,2744.8,1889.6,0.15,177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,4,192.828,122.281,160325.081,108.172,102.293,96642.498,50.558,9.406,25587.19,31.746,8.23,13226.736,60.386,57.559,7.407047143,0.340202817
80,960,960M,M,4,CGN03976,carinata,hybrid,0.000131275,0.00021004,1.6,0.0029784,5009730,311.8486541,7.01719439,395,836,248,15768.18548,0.139877469,NA,NA,NA,NA,NA,0.0029784,104703.416,311.8486541,0.139877469,44.44064633,5.580476894,4/14/14,3656.9,958.6,0.13,115.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,162.296,128.16,150805.315,78.812,67.019,68066.87,49.383,15.465,27350.08,34.179,12.934,26513.349,34.898,41.445,7.015713974,0.301364421
81,969,969M,M,4,CGN06897,napus,hybrid,5.91E-05,9.19E-05,1.555555556,0.0029784,5022660,195.3614671,4.384691437,242,336,72,41573.75,0.368795212,NA,NA,NA,NA,NA,0.0029784,65592.75482,195.3614671,0.368795212,44.55534946,1.615967574,4/15/14,3308.3,2243.9,0.3,179,IRGA_3,15-Apr-14,21.677026,0.31914047,378.4099121,710.7189941,512.611084,332.309082,0.46756747,1.383993,400.6629,1501.474,Aven Nelson,2,176.465,111.755,157202.89,147.203,105.925,122537.63,37.643,15.285,30574.919,46.096,10.647,23799.415,76.781,44.051,5.027231559,0.428944134
82,972,972M,M,4,CGN14070,oleracea,parent,8.86E-05,0.000137839,1.555555556,0.0029784,5018780,203.1416522,4.56283475,231,400,100,33732.22,0.299234041,NA,NA,NA,NA,NA,0.0029784,68204.95761,203.1416522,0.299234041,44.5209305,2.246134546,4/20/14,2996.8,2234.7,0.3,173.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,5,191.652,165.785,177541.067,142.269,112.875,123669.861,39.976,7.05,22880.254,35.27,8.818,15532.413,56.299,43.979,5.861314294,0.323929804
83,982,982M,M,4,CGN14113,napus,hybrid,6.56E-05,0.000134557,2.05,0.0029784,5038848,196.7181419,4.40095684,176,373,101,41368.83168,0.366977386,NA,NA,NA,NA,NA,0.0029784,66048.26146,196.7181419,0.366977386,44.69894822,2.259560997,4/20/14,3110.9,2646.8,0.31,184.4,Berry,20-Apr-14,32.344048,0.49954562,NA,NA,NA,6.302734375,NA,1.536496,399.2359,1499.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.723,48.179,6.083371943,0.340146421
84,999,999M,M,4,CGN07230,napus,hybrid,6.24E-05,0.000108302,1.736842105,0.001399,12185135,117.5367759,4.928423268,127,243,65,135637.2154,0.265469294,10,4288,728,0.00137363,NA,0.00137363,84014.8505,115.4053191,0.255928352,22.99163623,2.827115014,4/20/14,3459.2,2539.3,0.26,173.6,IRGA_5,20-Apr-14,26.190549,0.63392816,465.8984375,924.487915,667.4064941,458.5894775,0.496047022,1.396806,400.3273,1498.139,AV,4,219.871,181.07,199353.633,114.051,76.426,94225.619,51.73,9.41,19106.408,22.34,9.406,15449.984,71.998,67.336,7.935733922,0.414735023
85,1024,1024M,M,5,PI 459016 ,rapa,parent,0.000114866,0.000160812,1.4,0.001399,12199360,168.5582368,7.059557881,240,525,146,66292.00685,0.129746782,10,4288,728,0.00137363,NA,0.00137363,120484.8012,165.5015374,0.125083695,23.01847681,6.342730721,4/25/14,670.9,582.1,0.11,44.7,IRGA_4,23-Apr-14,22.504176,0.31409493,329.0385742,660.5300293,487.2485352,331.4914551,0.499853004,1.558441,400.7362,1499.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.422,37.592,9.572493555,0.345011186
86,1032,1032M,M,5,PI 459020 ,rapa,parent,0.000134557,0.000193631,1.43902439,0.001399,11018758,192.9684388,8.947839993,346,810,237,39087.46186,0.076502019,10,4288,728,0.00137363,NA,0.00137363,137933.1228,189.4690755,0.073752544,20.79084685,11.39924707,4/17/14,587.1,308.4,0.11,39.6,Berry,17-Apr-14,29.625432,0.41594663,532.3029785,1136.420654,726.9505615,604.1176758,0.531596881,1.298559,399.0253,1497.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.812,27.969,7.033695063,0.399292929
87,1059,1059M,M,5,CGN06710 ,rapa,parent,9.85E-05,0.000190349,1.933333333,0.001399,12199360,172.1740759,7.210996491,256,564,165,59357.01818,0.116173615,10,4288,728,0.00137363,NA,0.00137363,123069.3895,169.0518055,0.111998346,23.01847681,7.168154582,4/11/14,895.6,604.3,0.06,69.9,IRGA_3,11-Apr-14,22.828649,0.35014283,355.3864746,702.7446289,511.6821289,347.3581543,0.494287882,1.4318,400.9773,1501.106,Aven Nelson,3,137.795,80.266,111938.511,86.532,62.61,74486.996,20.301,8.818,19853.712,30.864,7.272,16497.454,23.721,42.333,8.691856544,0.339356223
88,1072,1072M,M,5,CGN17374,napus,hybrid,0.000134557,0.000216604,1.609756098,0.001399,12104077,209.1657869,8.82924447,335,796,240,40644.79583,0.079550035,10,4288,728,0.00137363,NA,0.00137363,149510.927,205.3726947,0.076691014,22.83869119,10.50848308,4/14/14,1244.5,283.1,0.13,29.5,IRGA_3,13-Apr-14,17.99885,0.37428544,353.9882813,652.4458008,520.6591797,298.4575195,0.457444157,1.626833,399.732,1499.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.429,38.24,6.613878173,1.133186441
89,1085,1085M,M,5,CGN07145,rapa,parent,0.000147684,0.000206758,1.4,0.001399,12192264,165.1779677,6.922012393,276,495,125,69810.128,0.136632441,10,4288,728,0.00137363,NA,0.00137363,118068.6022,162.1825741,0.131721895,23.00508765,5.433580688,4/20/14,4310.6,3714.8,0.51,218.3,Berry,20-Apr-14,29.035072,0.45501986,NA,NA,NA,3.540771484,NA,1.466853,399.9247,1500.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.272,65.723,6.995292775,0.404360971
90,1096,1096M,M,5,PI 633094,juncea,hybrid,9.19E-05,0.000193631,2.107142857,0.0029784,5009080,238.2630841,5.362073278,243,547,159,24309.43396,0.215645745,NA,NA,NA,NA,NA,0.0029784,79997.00648,238.2630841,0.215645745,44.43488027,3.578270022,4/24/14,5375.4,4308.3,1.11,248.5,IRGA_4,22-Apr-14,34.546173,0.56192411,306.6835938,723.5285645,452.7263184,416.8449707,0.57612787,1.435568,400.8407,1498.859,AV,3,170.488,131.687,154704.36,131.687,83.48,112806.348,56.437,9.406,21611.159,25.867,5.879,22614.304,91.892,NA,9.972740018,0.36978672
91,1101,1101M,M,5,CGN07129,oleracea,parent,0.000183785,0.000249422,1.357142857,0.0029784,4986719,341.189575,7.712848661,294,1131,429,9861.892774,0.087483535,NA,NA,NA,NA,NA,0.0029784,114554.6518,341.189575,0.087483535,44.23651882,9.697869802,4/21/14,1833.6,633.3,0.28,51,IRGA_4,20-Apr-14,19.28373,0.27964905,339.8969727,629.0698242,485.8010254,289.1728516,0.459683235,1.440359,400.273,1501.195,AV,4,106.996,79.953,99954.431,94.062,56.437,70795.579,12.93,7.937,13739.195,11.758,4.409,12611.629,40.801,42.243,6.613317137,0.800019608
92,1113,1113M,M,5,CGN06619,nigra,parent,5.25E-05,0.000131275,2.5,0.0029784,5005200,226.6176594,5.103948309,201,485,148,26540.50676,0.235437294,NA,NA,NA,NA,NA,0.0029784,76087.04653,226.6176594,0.235437294,44.40046131,3.333298701,4/12/14,542.4,756.4,0.15,77.6,IRGA_4,11-Apr-14,26.088011,0.42636715,269.2497559,542.4401855,371.9521484,273.1904297,0.503632358,1.341808,399.3677,1498.664,Aven Nelson,3,123.485,107.674,118976.855,59.971,28.232,49530.466,30.915,10.582,20312.515,31.795,7.937,18967.212,18.007,32.495,7.657656108,0.232048969
93,1140,1140M,M,5,PI 470241,juncea,hybrid,9.85E-05,0.000187067,1.9,0.0029784,4999390,218.9127227,4.936145344,208,453,128,29667.21094,0.263173869,NA,NA,NA,NA,NA,0.0029784,73500.10835,218.9127227,0.263173869,44.34892157,2.886203215,4/17/14,1447.6,1053.7,0.12,72,Berry,16-Apr-14,26.969667,0.44241413,544.7246094,1129.446533,794.1932983,584.7219238,0.517706599,1.415201,401.1487,1501.184,AV,3,181.07,144.621,165931.027,90.535,64.668,74300.365,37.625,8.23,19104.075,27.043,9.406,14598.478,33.736,43.947,7.566280537,0.468555556
94,1143,1143M,M,5,PI 173857,juncea,hybrid,0.000101738,0.000131275,1.290322581,0.0029784,5007126,224.796219,5.06097784,216,488,146,27374.87671,0.242838878,NA,NA,NA,NA,NA,0.0029784,75475.49659,224.796219,0.242838878,44.4175466,3.286989291,4/13/14,1139.7,1166.3,0.2,92.8,Berry,13-Apr-14,29.83047,0.58628081,551.984375,1250.374268,862.9972534,698.3898926,0.558544678,1.393232,400.5787,1501.749,AV,4,165.785,134.039,147792.771,81.129,54.086,59131.883,45.855,7.643,15934.449,23.81,9.7,13171.524,29.347,43.805,8.086150657,0.316239224
95,1157,1157M,M,5,CGN06620,nigra,parent,6.24E-05,0.000177221,2.842105263,0.001399,12139405,190.4396649,8.015388533,361,651,164,55931.35976,0.109468913,10,4288,728,0.00137363,NA,0.00137363,136125.5646,186.9861594,0.105534611,22.90535015,7.159899277,4/12/14,872.1,1225.5,0.15,113.4,IRGA_3,12-Apr-14,25.399707,0.36990328,357.9401855,775.1230469,550.8918457,417.1828613,0.538215014,1.637751,400.8591,1498.719,AV,3,114.051,74.074,103564.974,79.953,54.086,61189.496,32.114,7.05,18456.308,23.516,5.879,14988.849,26.217,39.654,7.744537825,0.231190476
96,1163,1163M,M,5,CGN07143 ,rapa,parent,0.000111584,0.000173939,1.558823529,0.001399,4333877,89.14572886,10.50965669,210,411,106,31327.42453,0.061314067,10,3216,348,0.0028736,NA,0.0028736,63721.03564,183.108768,0.258688619,35.78732286,2.961942708,4/11/14,1510.9,966.3,0.21,80.7,Berry,11-Apr-14,12.888196,0.10580698,485.0905762,864.366333,676.6536255,379.2757568,0.438790525,1.508065,400.4841,1499.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.785,39.336,6.485669518,0.45582404
