X,Plant,concat,loc,Block,ID,species,Category,adaxial_density,abaxial_density,ab_ad_density,vox_size,px_obs,skel_length_mm,vein_density_mm2,end_points,branch_points,areole_num,areole_pix,ariole_mmsq,MAG,Res,pix_mm,conversion,Scope,new_vox_size,skel_length_pix,skel_length_new_mm,areole_area_new_mmsq,area_obs_mmsq,vein_dens_mm2,Date.Created,Lf3_wetMg,Lf4_wetMg,dry_shootsG,Lf4_dryMg,IRGA_ID,IRGA_date,Photo,Cond,Fo,Fm,Fs,Fv,FvFm,VpdL,C02R,PARi,Microcope,palisade_layers,palisade_max_depth,palisade_min_depth,palisade_area,spongey_max_depth,spongey_min_depth,spongey_area,adaxial_max,adaxial_min,adaxial_area,abaxial_max,abaxial_min,abaxial_area,area_cm,perimeter_cm,dissection_index,SLA
36,531,531T,T,3,PI 257240,juncea,hybrid,0.000124711,0.000177221,1.421052632,0.001399,5948586,92.75747553,7.967090433,201,321,71,60317.49296,0.118053458,10,3216,348,0.0028736,NA,0.0028736,66302.69873,190.5274351,0.49807634,49.1209067,1.445413059,4/21/14,NA,2524.9,0.34,183.9,IRGA_4,20-Apr-14,21.915356,0.2020808,325.0517578,632.9973145,486.050293,307.9455566,0.486487935,1.513182,400.1684,1498.874,Aven Nelson,3,154.331,112.024,146212.623,100.591,57.38,78165.971,53.857,15.095,26175.857,28.274,7.11,19133.625,NA,60.872,5.196001949,0.746302338
37,532,532T,T,3,PI 459020 ,rapa,parent,0.000108302,0.000144402,1.333333333,0.0029784,4971157,209.4401321,4.749374077,198,433,123,32032.2439,0.284153761,NA,NA,NA,NA,NA,0.0029784,70319.67906,209.4401321,0.284153761,44.0984704,2.78921239,4/17/14,503.3,1054.3,0.13,114.1,IRGA_3,17-Apr-14,27.803247,0.55984896,363.7314453,790.9260254,518.2983398,427.1945801,0.540119514,1.424276,399.2227,1500.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,25.609,7.108128558,0.11375986
38,559,559T,T,3,CGN06710 ,rapa,parent,0.00010502,0.000150966,1.4375,0.0029784,5021358,186.2632679,4.181575918,164,312,84,47014.10714,0.417055871,NA,NA,NA,NA,NA,0.0029784,62538.02977,186.2632679,0.417055871,44.54379677,1.885784466,4/13/14,1195.7,820,0.21,73.7,IRGA_4,13-Apr-14,24.88557,0.49633573,339.3400879,789.5620117,611.2451172,450.2219238,0.570217307,1.655358,399.6034,1501.708,Aven Nelson,3,141.138,111.282,123576.545,87.413,51.215,67817.25,25.588,12.471,19086.19,30.915,6.887,18783.691,32.617,40.733,7.132214408,0.44256445
39,572,572T,T,3,CGN17374,napus,hybrid,3.94E-05,0.000101738,2.583333333,0.0029784,5026540,166.2613874,3.728689423,130,270,75,48220.56,0.427758153,NA,NA,NA,NA,NA,0.0029784,55822.38362,166.2613874,0.427758153,44.5897656,1.68200032,4/13/14,2145.3,1379.1,0.26,111.6,IRGA_4,12-Apr-14,25.630714,0.47752799,282.751709,560.3354492,411.501709,277.5837402,0.495388505,1.37891,400.0175,1499.776,Aven Nelson,2,124.417,98.772,116190.601,107.002,50.681,79805.996,36.619,10.582,24972.083,34.601,8.23,19960.247,45.958,53.495,7.891010685,0.411810036
40,585,585T,T,3,CGN07145,rapa,parent,5.25E-05,0.000118147,2.25,0.0029784,5026540,178.376165,4.000383554,160,290,77,45859.15584,0.406810452,NA,NA,NA,NA,NA,0.0029784,59889.92915,178.376165,0.406810452,44.5897656,1.726853662,4/26/14,3428.3,2466.9,0.64,188.8,IRGA_5,23-Apr-14,22.90085,0.30427931,450.4985352,879.9663086,635.5429688,429.4677734,0.488050246,1.481209,400.3921,1499.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.474,57.617,7.471143317,0.315010593
41,596,596T,T,3,PI 633094,juncea,hybrid,6.56E-05,0.000154248,2.35,0.0029784,2946309.927,122.8063877,4.698927304,86.40449438,259.6123596,89.40449438,24212.6573,0.214787259,NA,NA,NA,NA,NA,0.0029784,41232.33481,122.8063877,0.214787259,26.13632298,3.42096647,4/15/14,1395.9,1030.7,0.19,99.3,Berry,14-Apr-14,30.003016,0.5440996,575.0512695,1240.535522,819.5001221,665.4842529,0.536449171,1.523088,399.2611,1502.097,Aven Nelson,2,173.022,143.45,159013.994,87.008,55.274,73152.581,39.994,11.758,28102.828,30.593,7.152,22104.178,31.087,42.905,7.695174981,0.31306143
42,601,601T,T,3,CGN07129,oleracea,parent,9.19E-05,0.000154248,1.678571429,0.0029784,5007792,250.6085056,5.641355627,187,598,211,19488.38863,0.172878895,NA,NA,NA,NA,NA,0.0029784,84141.99085,250.6085056,0.172878895,44.42345459,4.749743169,4/21/14,4176.3,2112.7,0.29,149.8,IRGA_4,20-Apr-14,21.235084,0.36339018,341.626709,641.3725586,483.7016602,299.7458496,0.467350599,1.547322,399.7858,1498.125,Aven Nelson,3,150.817,122.332,141209.342,122.422,88.254,108073.682,39.976,7.436,27656.467,30.229,9.406,19373.913,79.873,55.077,6.162689377,0.533197597
43,603,603T,T,3,PI 459018 ,rapa,parent,0.000124711,0.000137839,1.105263158,0.0029784,5038848,238.9642967,5.346083213,238,568,176,24281.34659,0.215396586,NA,NA,NA,NA,NA,0.0029784,80232.43914,238.9642967,0.215396586,44.69894822,3.937452826,4/17/17,978.8,960.7,0.11,91.7,Berry,16-Apr-14,33.138217,0.56323572,560.7741699,1201.844971,793.062561,641.0708008,0.533405569,1.488697,400.2575,1501.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.706,37.048,7.453556527,0.269422028
44,606,606T,T,3,CGN06813,rapa,parent,8.53E-05,0.000216604,2.538461538,0.0029784,5010994,218.364354,4.912378433,225,417,106,33656.09434,0.298558722,NA,NA,NA,NA,NA,0.0029784,73315.99314,218.364354,0.298558722,44.45185911,2.384602177,4/11/14,2058.6,1656.9,0.27,124.3,Berry,11-Apr-14,20.613923,0.30799522,462.1940918,900.7996826,668.7490845,438.6055908,0.486906911,1.43699,400.2719,1498.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.099,43.361,6.318201121,0.378913918
45,613,613T,T,3,CGN06619,nigra,parent,4.27E-05,9.85E-05,2.307692308,0.0029784,3995869,134.1399137,3.78425771,105,213,57,52094.47368,0.462123154,NA,NA,NA,NA,NA,0.0029784,45037.57368,134.1399137,0.462123154,35.44682294,1.608042563,4/12/14,801.9,863.5,0.3,72.6,Berry,11-Apr-14,13.197132,0.09805166,499.7307129,944.5299683,724.553772,444.7992554,0.470921273,1.392049,400.0934,1499.804,Microscopy Core,3,129.03,92.425,107296.486,94.595,43.281,68713.578,35.135,3.604,16054.703,44.153,9.054,16178.07,22.655,38.909,8.174628704,0.312052342
46,626,626T,T,3,CGN06711 ,rapa,parent,0.000137839,0.000154248,1.119047619,0.0029784,5013606,213.0757577,4.790907586,224,380,94,34698.54255,0.307806141,NA,NA,NA,NA,NA,0.0029784,71540.34303,213.0757577,0.307806141,44.47502981,2.11354552,4/11/14,1327.2,1114,0.23,129.7,Berry,11-Apr-14,11.535165,0.07183651,528.050293,913.9944458,699.6629028,385.9441528,0.422260939,1.579852,400.6521,1501.25,Aven Nelson,3,138.448,92.593,117022.666,93.491,71.434,83529.296,36.155,10.655,26080.208,30.034,9.498,18282.119,33.121,42.159,7.325522062,0.25536623
47,640,640T,T,3,PI 470241,juncea,hybrid,4.27E-05,0.000111584,2.615384615,0.0029784,5017482,179.9205453,4.042303234,142,294,85,42555.02353,0.377499935,NA,NA,NA,NA,NA,0.0029784,60408.45598,179.9205453,0.377499935,44.50941329,1.90970839,4/24/14,1595.3,3128.9,0.87,222.5,NA,NA,NA,NA,309.2521973,660.689209,522.979248,351.4370117,NA,NA,NA,NA,Aven Nelson,2,248.089,142.313,201747.96,104.75,64.023,84554.215,36.525,9.406,31337.775,30.773,7.436,19923.699,33.634,39.228,6.764051518,0.151164045
48,643,643T,T,3,PI 173857,juncea,hybrid,0.00010502,0.000144402,1.375,0.001399,12119740,186.2560694,7.852025502,299,686,198,51091.69192,0.099996711,10,4288,728,0.00137363,NA,0.00137363,133135.1461,182.8784307,0.096402838,22.86824506,8.65829448,4/15/14,NA,1136.5,0.15,111.4,IRGA_5,14-Apr-14,23.8342,0.29259716,471.2106934,964.8649902,667.4509277,493.6542969,0.511630437,1.534511,400.7824,1501.605,AV,4,188.125,135.215,167498.732,89.359,51.748,69682.789,66.432,6.761,27919.307,46.443,8.818,18362.215,25.87,45.893,9.022943416,0.232226212
49,657,657T,T,3,CGN06620,nigra,parent,5.91E-05,8.86E-05,1.5,0.001399,11045755,145.320263,6.721950966,191,427,134,69953.34127,0.136912749,10,4288,728,0.00137363,NA,0.00137363,103874.3839,142.6849699,0.131992118,20.8417864,6.429391294,4/13/14,678.7,925.8,0.21,66.8,IRGA_4,12-Apr-14,21.69361,0.3271695,317.9697266,735.2866211,555.2060547,417.3168945,0.567556763,1.632219,398.7815,1500.252,Aven Nelson,2,119.953,91.779,106320.901,57.625,27.068,42415.137,42.393,12.934,21413.641,29.418,11.991,17198.878,21.491,28.43,6.132655198,0.321721557
50,663,663T,T,3,CGN07143 ,rapa,parent,8.20E-05,0.000147684,1.8,0.001399,9302413,103.1485901,5.665421808,133,265,69,101355.1449,0.198372391,10,4288,728,0.00137363,NA,0.00137363,73730.22877,101.2780542,0.191242906,17.5523452,3.931098621,4/12/14,1806.5,1488.6,0.2,103.6,IRGA_5,12-Apr-14,23.33216,0.28566703,471.6965332,949.7470703,703.640625,478.0505371,0.503345103,1.584732,400.7299,1501.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.955,41.711,6.221020049,0.433928571
51,684,684T,T,3,CGN14031,oleracea,parent,0.000114866,0.000160812,1.4,0.0029784,5017482,207.6461499,4.66521876,185,423,126,32040.03968,0.284222917,NA,NA,NA,NA,NA,0.0029784,69717.34819,207.6461499,0.284222917,44.50941329,2.830861849,4/20/14,3104,1152.5,0.18,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microscopy Core,3,109.914,77.561,95601.006,112.67,83.803,26359.873,46.985,9.054,NA,45.368,7.207,17381.706,65.861,48.802,6.013446622,0.834740177
52,691,691T,T,3,CGN03969,carinata,hybrid,0.000108302,0.000196912,1.818181818,0.001399,11472574,170.2354222,7.581474807,226,594,190,51482.36316,0.100761324,10,4288,728,0.00137363,NA,0.00137363,121683.6521,167.148315,0.09713998,21.64713383,8.777143501,4/17/14,1631.3,953.6,0.2,114.8,IRGA_3,17-Apr-14,27.734525,0.38022304,441.7900391,920.9967041,601.3168945,479.206665,0.520313116,1.385928,399.7774,1501.597,Aven Nelson,3,198.71,188.139,189821.425,114.075,78.777,95384.29,37.643,12.987,25154.049,28.243,11.758,18597.837,35.1,51.449,8.684071283,0.305749129
53,696,696T,T,3,CGN06627,nigra,parent,0.000121429,0.000144402,1.189189189,0.001399,11784283,176.6243594,7.657940842,298,597,167,54618.32934,0.106899049,10,4288,728,0.00137363,NA,0.00137363,126250.4356,173.4213858,0.103057107,22.23528488,7.510585131,4/21/14,1879.5,1151.5,0.47,70.9,IRGA_4,20-Apr-14,30.324957,0.38744102,330.3535156,732.5839844,508.9858398,402.2304688,0.549057142,1.438253,401.0636,1499.673,AV,4,187.537,143.445,162801.06,104.938,39.683,68635.319,42.328,6.47,17855.199,31.305,5.071,19941.584,46.708,70.056,10.25060978,0.658787024
54,708,708T,T,3,CGN03952,carinata,hybrid,8.53E-05,0.000137839,1.615384615,0.001399,11819530,168.7053654,7.292782451,205,539,172,57027.19186,0.111613677,10,4288,728,0.00137363,NA,0.00137363,120589.9681,165.6459979,0.107602292,22.30179101,7.712385069,4/16/14,1766.3,909.2,0.09,85.4,Berry,15-Apr-14,15.233092,0.1287003,561.03125,985.62323,745.2366943,424.59198,0.430785281,1.415346,399.6454,1498.863,Aven Nelson,3,143.871,109.404,132636.731,85.556,68.107,81828.616,42.328,13.109,25518.758,20.301,6.716,16008.324,43.139,47.702,7.26275763,0.505140515
55,710,710T,T,3,CGN03976,carinata,hybrid,0.000137839,0.000170657,1.238095238,0.001399,4144281,114.7309401,NA,311,606,168,17636.48214,0.034518141,10,3216,348,0.0028736,NA,0.0028736,82009.24955,235.6617795,0.145634609,34.2217193,4.909163053,4/21/14,3448.4,1447.8,0.44,128.8,IRGA_4,20-Apr-14,25.688008,0.37258133,387.7373047,792.1630859,566.0117188,404.4257813,0.510533485,1.686559,399.8978,1500.367,Aven Nelson,3,122.578,98.769,115190.566,81.129,43.21,66639.916,30.864,9.7,19845.936,27.394,7.272,19355.25,66.591,58.727,7.196644461,0.51701087
56,719,719T,T,3,CGN06897,napus,hybrid,3.94E-05,0.000101738,2.583333333,0.0029784,5034960,158.3440311,3.5451909,151,230,46,74256.1087,NA,NA,NA,NA,NA,NA,0.0029784,53164.1254,158.3440311,0.658716032,44.66445829,1.029901666,4/21/14,5710.8,3581.1,0.49,199.1,IRGA_4,20-Apr-14,25.545467,0.33169962,338.2729492,642.3769531,469.6552734,304.1040039,0.473404288,1.604923,399.717,1501.105,Aven Nelson,2,198.43,158.769,177592.39,117.631,88.215,103627.185,54.137,12.934,29665.09,30.593,9.406,20505.59,105.39,55.38,5.394525485,0.529331994
57,722,722T,T,3,CGN14070,oleracea,parent,8.20E-05,0.000150966,1.84,0.001399,12185135,150.1110081,6.294290273,228,398,92,98706.32609,0.19318812,10,4288,728,0.00137363,NA,0.00137363,107298.7906,147.3888377,0.186244957,22.99163623,4.001455097,4/21/14,1543.8,1205.3,0.19,96.2,IRGA_4,20-Apr-14,27.104242,0.49526562,359.5996094,703.6999512,517.3537598,344.1003418,0.488987304,1.503407,399.9978,1500.932,AV,5,195.179,151.675,167766.238,91.711,56.437,62023.895,65.844,13.521,25719.387,39.683,5.291,20393.388,32.803,36.719,6.411122323,0.340987526
58,731,731T,T,3,Ames 2795 ,rapa,parent,0.000134557,0.000216604,1.609756098,0.001399,4728908,108.2700417,11.69801059,268,512,125,27555.872,0.05393238,10,3216,348,0.0028736,NA,0.0028736,77391.02339,222.3908448,0.227544734,39.04932175,3.201079927,4/16/14,959.4,266.6,0.12,36.8,IRGA_4,15-Apr-14,21.942204,0.39672757,348.6047363,711.7407227,526.2316895,363.1359863,0.510208247,1.290217,400.7418,1500.225,Aven Nelson,3,113.811,96.447,109083.826,79.487,52.095,68048.985,23.826,7.11,19452.454,15.873,5.364,15352.003,24.791,39.829,7.999307282,0.673668478
59,732,732T,T,3,CGN14113,napus,hybrid,6.56E-05,0.000131275,2,0.001399,6588524,113.330916,8.788704001,186,416,120,42644.25833,0.083463385,10,3216,348,0.0028736,NA,0.0028736,81008.51755,232.786076,0.352138245,54.40524398,2.205669734,4/21/14,1260.5,652.6,0.09,44,IRGA_4,20-Apr-14,20.032299,0.28133984,314.3520508,588.5603027,456.6003418,274.208252,0.469763272,1.528817,399.2757,1500.256,Aven Nelson,3,156.803,101.962,131310.869,97.577,68.267,83678.602,35.108,10.582,22351.465,21.164,10.655,15822.47,29.878,37.871,6.928369027,0.679045455
60,749,749T,T,3,CGN07230,napus,hybrid,8.53E-05,0.000173939,2.038461538,0.001399,6579915,103.6895158,8.051543325,184,327,77,62673.1039,0.122663862,10,3216,348,0.0028736,NA,0.0028736,74116.88051,212.9822678,0.517527979,54.3341545,1.417156496,4/21/14,2010.6,1287.9,0.21,74.5,IRGA_4,20-Apr-14,14.717031,0.08834469,293.9672852,515.4196777,410.0209961,221.4523926,0.429654517,1.521396,399.0886,1500.459,AV,4,171.664,141.093,151026.63,90.543,64.668,73410.754,34.098,5.879,19598.649,32.922,8.23,18523.962,47.473,53.753,7.801522564,0.637221477
61,774,774T,T,4,PI 459016 ,rapa,parent,0.00015753,0.000177221,1.125,0.001399,6589842,173.6071516,NA,353,1026,340,16967.86471,0.033209519,10,3216,348,0.0028736,NA,0.0028736,124093.7518,NA,0.140113449,54.41612747,6.248147669,4/23/14,639.5,632.5,0.05,33.8,Berry,22-Apr-14,25.975818,0.44611572,545.388916,1092.840698,771.1376953,547.4517822,0.537359489,1.55781,398.963,1500.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,38.543,9.042073883,0.537573964
62,781,781T,T,4,PI 257240,juncea,hybrid,6.89E-05,0.000144402,2.095238095,0.001399,4879679,75.14789713,7.868467394,129,249,65,53929.27692,0.105550435,10,3216,348,0.0028736,NA,0.0028736,53715.43755,154.3566813,0.445325155,40.29432488,1.61313039,4/21/14,4069.7,3744.6,0.23,205,IRGA_4,20-Apr-14,19.023507,0.14003395,308.532959,591.2402344,458.5568848,282.7072754,0.478159738,1.355151,399.351,1499.002,AV,4,164.609,101.124,137597.243,76.426,45.855,49451.148,41.152,9.406,26935.603,14.109,8.818,15237.691,74.018,46.829,5.443098716,0.361063415
63,782,782T,T,4,PI 459020 ,rapa,parent,3.94E-05,0.000144402,NA,0.001399,6674999,105.5744888,8.081134836,184,374,99,51758.15152,0.101301106,10,3216,348,0.0028736,NA,0.0028736,75464.25216,216.854075,0.427396919,55.11931795,1.796103502,4/25/14,908.7,568.6,0.2,31.9,IRGA_4,22-Apr-14,24.362927,0.58915258,325.9946289,719.328125,539.7817383,393.3334961,0.54680678,1.654562,400.9341,1500.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.317,39.363,7.673084837,0.824984326
64,822,822T,T,4,CGN17374,napus,hybrid,0.000111584,0.000154248,1.382352941,0.0029784,5017482,266.150189,5.979638224,309,667,202,20591.25743,0.182662297,NA,NA,NA,NA,NA,0.0029784,89360.12256,266.150189,0.182662297,44.50941329,4.538365821,4/13/14,1164.9,570.1,0.18,55.6,IRGA_4,12-Apr-14,23.287207,0.34210485,292.5505371,567.9829102,416.833252,275.432373,0.48493074,1.46001,401.1389,1498.948,AV,3,117.578,98.765,103299.024,71.723,43.504,53554.709,43.504,8.23,19722.292,24.691,9.41,18256.457,28.732,48.494,9.047010185,0.51676259
65,835,835T,T,4,CGN07145,rapa,parent,9.19E-05,0.000167376,1.821428571,0.0029784,5013606,194.3722429,4.370367611,185,366,109,31292.33028,0.277590104,NA,NA,NA,NA,NA,0.0029784,65260.62205,194.3722429,0.277590104,44.47503263,2.450813267,4/20/14,5379.4,3274.2,0.54,195.1,IRGA_5,20-Apr-14,24.840447,0.26389232,479.3933105,932.9456787,679.8183594,453.5523682,0.486150886,1.428352,399.7635,1499.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.051,68.084,6.806664522,0.512819067
66,846,846T,T,4,PI 633094,juncea,hybrid,0.000154248,0.000236295,1.531914894,0.0029784,5031722,279.2735956,6.256726794,257,738,249,15817.85542,0.140318085,NA,NA,NA,NA,NA,0.0029784,93766.316,279.2735956,0.140318085,44.63573443,5.578490041,4/17/14,2895.9,2952.3,0.27,230.6,IRGA_3,16-Apr-14,32.286896,0.75409716,368.3635254,828.104248,536.7348633,459.7407227,0.555172521,1.525315,400.4232,1499.448,Aven Nelson,3,143.782,117.337,128460.072,95.385,70.547,79892.314,38.174,7.272,22239.486,37.413,8.685,18942.328,62.762,60.201,7.598980291,0.272168257
67,851,851T,T,4,CGN07129,oleracea,parent,0.000187067,0.00026255,1.403508772,0.001399,5815861.548,149.0441024,NA,312.260274,852.7671233,272.8082192,19703.09198,0.038562908,10,3216,348,0.0028736,NA,0.0028736,106536.1748,306.142352,0.162699798,48.02492432,5.921259921,4/20/14,1830.8,549.2,0.24,63.5,IRGA_5,20-Apr-14,24.405454,0.41687814,501.6030273,929.2022705,665.1804199,427.5992432,0.460178862,1.665235,399.3243,1499.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.174,39.402,5.996628204,0.679905512
68,853,853T,T,4,PI 459018 ,rapa,parent,0.000137839,0.000147684,1.071428571,0.001399,6550584,126.6944319,9.881936964,246,542,152,35785.97368,0.070040343,10,3216,348,0.0028736,NA,0.0028736,90560.70897,260.2352533,0.295505432,54.09195151,2.81002988,4/23/14,565.3,714.6,0.22,57.1,IRGA_5,22-Apr-14,29.5358,0.74489881,524.2109375,1184.364868,839.800293,660.1539307,0.557390673,1.480043,400.545,1499.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,30.298,8.006495286,0.250788091
69,856,856T,T,4,CGN06813,rapa,parent,8.53E-05,0.000177221,2.076923077,0.0029784,5034960,155.9960512,3.492621587,122,226,56,58030.73214,0.514782881,NA,NA,NA,NA,NA,0.0029784,52375.78942,155.9960512,0.514782881,44.66445829,1.253793332,4/21/14,NA,4714.5,0.66,329.5,IRGA_4,20-Apr-14,10.93269,0.06228375,326.9675293,563.0273438,452.0908203,236.0598145,0.4301535,1.632443,399.8856,1499.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.39,63.134,6.00894791,0.335022762
70,863,863T,T,4,CGN06619,nigra,parent,9.19E-05,0.000173939,1.892857143,0.001399,6727737,120.9633641,9.186486093,224,504,145,36820.57241,0.072065261,10,3216,348,0.0028736,NA,0.0028736,86464.16308,248.463419,0.30404871,55.55480604,2.610035213,4/14/14,704.7,806.7,0.09,62.6,IRGA_4,13-Apr-14,25.271156,0.65670727,358.3525391,792.8662109,612.7011719,434.5136719,0.548028994,1.414184,399.4955,1499.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.624,33.558,7.389407545,0.329456869
71,890,890T,T,4,PI 470241,juncea,hybrid,0.000147684,0.000164094,1.111111111,0.0029784,5017482,258.6634583,5.811432666,216,641,217,18102.3318,0.16058337,NA,NA,NA,NA,NA,0.0029784,86846.44719,258.6634583,0.16058337,44.50941329,4.875373184,4/20/14,872.7,735.9,NA,41,IRGA_5,20-Apr-14,29.483756,0.69525155,496.6518555,1056.986328,749.9169922,560.3344727,0.530124617,1.638294,400.1371,1501.07,Aven Nelson,3,246.259,174.019,218339.508,67.061,55.274,65298.502,45.855,14.109,25955.009,18.812,10.582,18972.655,20.009,31.389,7.017215079,0.48802439
72,893,893T,T,4,PI 173857,juncea,hybrid,7.88E-05,0.000167376,2.125,0.0029784,3849569,157.8406321,4.622113444,122,306,96,31678.78125,0.281018259,NA,NA,NA,NA,NA,0.0029784,52995.10715,157.8406321,0.281018259,34.14901508,2.811208457,4/16/14,1506.8,1017.6,0.17,74.2,IRGA_5,15-Apr-14,28.965935,0.54745952,428.4477539,943.3221436,616.3088379,514.8743896,0.545809714,1.533142,400.9529,1501.913,Aven Nelson,2,204.815,146.387,169846.402,113.842,68.783,88817.191,65.309,9.7,33131.771,25.815,8.993,15942.225,35.4,53.228,8.946198233,0.477088949
73,907,907T,T,4,CGN06620,nigra,parent,9.85E-05,0.000134557,1.366666667,0.0029784,5038848,250.4770772,5.603645446,252,644,204,20752.31863,0.184091061,NA,NA,NA,NA,NA,0.0029784,84097.86103,250.4770772,0.184091061,44.69895106,4.563865486,4/13/14,1048.1,1045.9,0.26,84.8,IRGA_4,12-Apr-14,27.417364,0.49767404,NA,NA,NA,NA,NA,1.455677,400.0735,1500.51,AV,3,109.347,82.305,96806.578,61.141,24.691,45988.354,37.625,9.406,16902.6,19.988,5.879,15899.455,34.023,44.271,7.589847143,0.401214623
74,913,913T,T,4,CGN07143 ,rapa,parent,0.000108302,0.000180503,1.666666667,0.0029784,5028388,237.2247448,5.318206057,196,525,180,23353.48889,0.207165684,NA,NA,NA,NA,NA,0.0029784,79648.38328,237.2247448,0.207165684,44.60615896,4.035317189,4/11/14,1268.5,678.3,0.23,71.3,Berry,11-Apr-14,NA,0.03947212,519.2944336,824.8590698,712.1269531,305.5646362,0.370444658,1.550222,399.1681,1498.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,32.947,5.998499351,0.423113604
75,916,916T,T,4,CGN06709 ,rapa,parent,8.20E-05,0.00015753,1.92,0.0029784,5022660,225.0495007,5.051009984,212,466,134,29062.41045,0.257808765,NA,NA,NA,NA,NA,0.0029784,75560.53609,225.0495007,0.257808765,44.55534664,3.007495399,4/12/14,1125.6,1156.9,0.3,99.7,IRGA_5,12-Apr-14,21.947942,0.3433979,487.7287598,953.6000977,698.4916992,465.8713379,0.488539524,1.644943,401.2273,1499.429,Aven Nelson,2,149.072,111.115,130950.826,113.76,78.503,93829.027,30.877,8.862,21604.938,26.47,7.937,18391.765,28.947,40.777,7.579027635,0.290341023
76,934,934T,T,4,CGN14031,oleracea,parent,0.000131275,0.000196912,1.5,0.0029784,5016176,279.6604847,6.284812038,269,802,272,15478.68015,0.137309306,NA,NA,NA,NA,NA,0.0029784,93896.21431,279.6604847,0.137309306,44.49782794,6.112657912,4/17/14,1371.9,262.1,0.25,40,Berry,11-Apr-14,16.434089,0.15236736,559.1647949,1007.395447,766.9176025,448.2306519,0.444940121,1.638631,400.3509,1502.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,32.022,5.547149751,0.8331
77,946,946T,T,4,CGN06627,nigra,parent,0.000150966,0.000226449,1.5,0.0029784,5017482,295.7872425,6.645498574,328,806,258,15444.42636,0.137005445,NA,NA,NA,NA,NA,0.0029784,99310.78516,295.7872425,0.137005445,44.50941329,5.796526643,4/21/14,1626.6,1283.4,0.28,98.4,IRGA_4,20-Apr-14,29.582212,0.45498393,349.7102051,800.2700195,514.052002,450.5598145,0.563009739,1.512794,399.8803,1498.645,AV,3,135.215,102.293,118457.397,132.863,84.656,100897.698,38.801,11.758,22885.697,33.51,NA,13579.78,40.771,72.175,11.30345242,0.414339431
78,948,948T,T,4,PI120923,juncea,hybrid,0.000118147,0.000144402,1.222222222,0.0029784,5017482,260.8754934,5.861130807,186,633,234,17543.82051,0.155628891,NA,NA,NA,NA,NA,0.0029784,87589.13962,260.8754934,0.155628891,44.50941329,5.257314862,4/17/14,2612.7,2023.6,0.35,138.5,Berry,17-Apr-14,23.938899,0.30388314,538.6828613,1051.375854,744.4862671,512.6929932,0.487640068,1.297127,400.4824,1497.813,AV,4,190.476,138.742,167799.676,81.129,54.086,72667.339,31.746,12.93,18078.379,24.691,9.41,15762.592,47.002,58.7,8.562092831,0.339364621
79,958,958T,T,4,CGN03952,carinata,hybrid,9.85E-05,0.00015753,1.6,0.0029784,5026540,240.7763906,5.39981288,276,561,151,25149.84768,0.223100943,NA,NA,NA,NA,NA,0.0029784,80840.85099,240.7763906,0.223100943,44.5897656,3.386427311,4/17/14,2744.8,1889.6,0.15,177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,4,192.828,122.281,160325.081,108.172,102.293,96642.498,50.558,9.406,25587.19,31.746,8.23,13226.736,60.386,57.559,7.407047143,0.340202817
80,960,960T,T,4,CGN03976,carinata,hybrid,0.000131275,0.00021004,1.6,0.0029784,5008432,293.7863811,6.612471778,356,758,228,17632.08333,0.156411858,NA,NA,NA,NA,NA,0.0029784,98638.99447,293.7863811,0.156411858,44.42913195,5.131768054,4/14/14,3656.9,958.6,0.13,115.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aven Nelson,3,162.296,128.16,150805.315,78.812,67.019,68066.87,49.383,15.465,27350.08,34.179,12.934,26513.349,34.898,41.445,7.015713974,0.301364421
